,Year,Quarter,Month,DayofMonth,DayOfWeek,FlightDate,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Originally_Scheduled_Code_Share_Airline,DOT_ID_Originally_Scheduled_Code_Share_Airline,IATA_Code_Originally_Scheduled_Code_Share_Airline,Flight_Num_Originally_Scheduled_Code_Share_Airline,Operating_Airline ,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,Origin,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,Dest,DestCityName,DestState,DestStateFips,DestStateName,DestWac,CRSDepTime,DepTime,DepDelay,DepDelayMinutes,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrTime,ArrDelay,ArrDelayMinutes,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,Cancelled,CancellationCode,Diverted,CRSElapsedTime,ActualElapsedTime,AirTime,Flights,Distance,DistanceGroup,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay,FirstDepTime,TotalAddGTime,LongestAddGTime,DivAirportLandings,DivReachedDest,DivActualElapsedTime,DivArrDelay,DivDistance,Div1Airport,Div1AirportID,Div1AirportSeqID,Div1WheelsOn,Div1TotalGTime,Div1LongestGTime,Div1WheelsOff,Div1TailNum,Div2Airport,Div2AirportID,Div2AirportSeqID,Div2WheelsOn,Div2TotalGTime,Div2LongestGTime,Div2WheelsOff,Div2TailNum,Div3Airport,Div3AirportID,Div3AirportSeqID,Div3WheelsOn,Div3TotalGTime,Div3LongestGTime,Div3WheelsOff,Div3TailNum,Div4Airport,Div4AirportID,Div4AirportSeqID,Div4WheelsOn,Div4TotalGTime,Div4LongestGTime,Div4WheelsOff,Div4TailNum,Div5Airport,Div5AirportID,Div5AirportSeqID,Div5WheelsOn,Div5TotalGTime,Div5LongestGTime,Div5WheelsOff,Div5TailNum,Duplicate
254974,2022,1,1,29,6,29/01/2022,WN,WN,19393,WN,4321,,,,,WN,19393,WN,N252WN,4321,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1535,1547.0,12.0,12.0,0.0,0.0,1500-1559,13.0,1600.0,1658.0,6.0,1705,1704.0,-1.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,90.0,77.0,58.0,1.0,391.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
443763,2022,1,1,10,1,10/01/2022,AA,AA_CODESHARE,19805,AA,3062,,,,,OO,20304,OO,N740SK,3062,10372,1037205,30372,ASE,"Aspen, CO",CO,8,Colorado,82,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1225,1219.0,-6.0,0.0,0.0,-1.0,1200-1259,11.0,1230.0,1515.0,9.0,1545,1524.0,-21.0,0.0,0.0,-2.0,1500-1559,0.0,,0.0,140.0,125.0,105.0,1.0,701.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
110007,2022,1,1,5,3,05/01/2022,AA,AA_CODESHARE,19805,AA,4198,,,,,MQ,20398,MQ,N274NN,4198,15412,1541205,35412,TYS,"Knoxville, TN",TN,47,Tennessee,54,13303,1330303,32467,MIA,"Miami, FL",FL,12,Florida,33,600,,,,,,0600-0659,,,,,811,,,,,,0800-0859,1.0,B,0.0,131.0,,,1.0,724.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
372134,2022,1,1,15,6,15/01/2022,AA,AA,19805,AA,2647,,,,,AA,19805,AA,N923NN,2647,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1720,1806.0,46.0,46.0,1.0,3.0,1700-1759,13.0,1819.0,2009.0,4.0,1959,2013.0,14.0,14.0,0.0,0.0,1900-1959,0.0,,0.0,159.0,127.0,110.0,1.0,801.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
67121,2022,1,1,6,4,06/01/2022,F9,F9,20436,F9,1570,,,,,F9,20436,F9,N205FR,1570,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,1425,1812.0,227.0,227.0,1.0,12.0,1400-1459,13.0,1825.0,1937.0,8.0,1612,1945.0,213.0,213.0,1.0,12.0,1600-1659,0.0,,0.0,107.0,93.0,72.0,1.0,577.0,3,213.0,0.0,0.0,0.0,0.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
322674,2022,1,1,6,4,06/01/2022,AA,AA,19805,AA,2811,,,,,AA,19805,AA,N892NN,2811,12892,1289208,32575,LAX,"Los Angeles, CA",CA,6,California,91,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,600,558.0,-2.0,0.0,0.0,-1.0,0600-0659,18.0,616.0,1055.0,12.0,1105,1107.0,2.0,2.0,0.0,0.0,1100-1159,0.0,,0.0,185.0,189.0,159.0,1.0,1235.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
113623,2022,1,1,13,4,13/01/2022,AA,AA_CODESHARE,19805,AA,4438,,,,,MQ,20398,MQ,N279MQ,4438,11066,1106606,31066,CMH,"Columbus, OH",OH,39,Ohio,44,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1111,1120.0,9.0,9.0,0.0,0.0,1100-1159,9.0,1129.0,1127.0,17.0,1156,1144.0,-12.0,0.0,0.0,-1.0,1100-1159,0.0,,0.0,105.0,84.0,58.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
423100,2022,1,1,17,1,17/01/2022,AA,AA_CODESHARE,19805,AA,4888,,,,,YX,20452,YX,N437YX,4888,11193,1119302,33105,CVG,"Cincinnati, OH",KY,21,Kentucky,52,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1603,1554.0,-9.0,0.0,0.0,-1.0,1600-1659,24.0,1618.0,1759.0,15.0,1810,1814.0,4.0,4.0,0.0,0.0,1800-1859,0.0,,0.0,127.0,140.0,101.0,1.0,589.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
258363,2022,1,1,4,2,04/01/2022,UA,UA_CODESHARE,19977,UA,3416,,,,,YX,20452,YX,N748YX,3416,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1805,,,,,,1800-1859,,,,,2023,,,,,,2000-2059,1.0,A,0.0,138.0,,,1.0,746.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
289037,2022,1,1,21,5,21/01/2022,DL,DL_CODESHARE,19790,DL,4920,,,,,9E,20363,9E,N292PQ,4920,10208,1020803,30208,AGS,"Augusta, GA",GA,13,Georgia,34,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1539,1535.0,-4.0,0.0,0.0,-1.0,1500-1559,13.0,1548.0,1624.0,8.0,1643,1632.0,-11.0,0.0,0.0,-1.0,1600-1659,0.0,,0.0,64.0,57.0,36.0,1.0,143.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
521175,2022,1,1,18,2,18/01/2022,UA,UA,19977,UA,2668,,,,,UA,19977,UA,N75435,2668,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,730,726.0,-4.0,0.0,0.0,-1.0,0700-0759,18.0,744.0,957.0,7.0,1018,1004.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,348.0,338.0,313.0,1.0,2227.0,9,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
139841,2022,1,1,22,6,22/01/2022,AA,AA_CODESHARE,19805,AA,5297,,,,,OH,20397,OH,N612NN,5297,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,13577,1357702,31135,MYR,"Myrtle Beach, SC",SC,45,South Carolina,37,955,,,,,,0900-0959,,,,,1200,,,,,,1200-1259,1.0,B,0.0,125.0,,,1.0,473.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
298393,2022,1,1,13,4,13/01/2022,DL,DL_CODESHARE,19790,DL,5316,,,,,9E,20363,9E,N8891A,5316,12007,1200704,30894,GTR,"Columbus, MS",MS,28,Mississippi,53,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,630,625.0,-5.0,0.0,0.0,-1.0,0600-0659,10.0,635.0,827.0,9.0,853,836.0,-17.0,0.0,0.0,-2.0,0800-0859,0.0,,0.0,83.0,71.0,52.0,1.0,241.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
127229,2022,1,1,8,6,08/01/2022,NK,NK,20416,NK,555,,,,,NK,20416,NK,N630NK,555,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,13495,1349505,33495,MSY,"New Orleans, LA",LA,22,Louisiana,72,1902,1938.0,36.0,36.0,1.0,2.0,1900-1959,13.0,1951.0,2009.0,3.0,1957,2012.0,15.0,15.0,1.0,1.0,1900-1959,0.0,,0.0,115.0,94.0,78.0,1.0,551.0,3,0.0,0.0,0.0,10.0,5.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
22378,2022,1,1,3,1,03/01/2022,DL,DL,19790,DL,734,,,,,DL,19790,DL,N351DN,734,15376,1537604,30436,TUS,"Tucson, AZ",AZ,4,Arizona,81,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,1433,1433.0,0.0,0.0,0.0,0.0,1400-1459,9.0,1442.0,1926.0,12.0,1958,1938.0,-20.0,0.0,0.0,-2.0,1900-1959,0.0,,0.0,205.0,185.0,164.0,1.0,1541.0,7,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
53496,2022,1,1,13,4,13/01/2022,DL,DL,19790,DL,1730,,,,,DL,19790,DL,N304DN,1730,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11637,1163703,31637,FAR,"Fargo, ND",ND,38,North Dakota,66,2252,2256.0,4.0,4.0,0.0,0.0,2200-2259,40.0,2336.0,15.0,4.0,13,19.0,6.0,6.0,0.0,0.0,0001-0559,0.0,,0.0,81.0,83.0,39.0,1.0,223.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
377400,2022,1,1,23,7,23/01/2022,AA,AA_CODESHARE,19805,AA,6140,,,,,PT,20427,PT,N633AE,6140,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,1115,,,,,,1100-1159,,,,,1152,,,,,,1100-1159,1.0,A,0.0,97.0,,,1.0,235.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
260320,2022,1,1,12,3,12/01/2022,UA,UA_CODESHARE,19977,UA,3425,,,,,YX,20452,YX,N863RW,3425,10792,1079206,30792,BUF,"Buffalo, NY",NY,36,New York,22,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1400,1356.0,-4.0,0.0,0.0,-1.0,1400-1459,8.0,1404.0,1455.0,44.0,1532,1539.0,7.0,7.0,0.0,0.0,1500-1559,0.0,,0.0,92.0,103.0,51.0,1.0,282.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
482973,2022,1,1,16,7,16/01/2022,UA,UA_CODESHARE,19977,UA,5359,,,,,OO,20304,OO,N457SW,5359,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,16869,1686901,32389,XWA,"Williston, ND",ND,38,North Dakota,66,1720,1719.0,-1.0,0.0,0.0,-1.0,1700-1759,15.0,1734.0,2012.0,6.0,2024,2018.0,-6.0,0.0,0.0,-1.0,2000-2059,0.0,,0.0,124.0,119.0,98.0,1.0,582.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
176952,2022,1,1,21,5,21/01/2022,WN,WN,19393,WN,879,,,,,WN,19393,WN,N8556Z,879,10821,1082106,30852,BWI,"Baltimore, MD",MD,24,Maryland,35,10529,1052906,30529,BDL,"Hartford, CT",CT,9,Connecticut,11,1900,1859.0,-1.0,0.0,0.0,-1.0,1900-1959,9.0,1908.0,1952.0,4.0,2020,1956.0,-24.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,80.0,57.0,44.0,1.0,283.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
14764,2022,1,1,30,7,30/01/2022,DL,DL,19790,DL,2054,,,,,DL,19790,DL,N105DU,2054,10423,1042302,30423,AUS,"Austin, TX",TX,48,Texas,74,14869,1486903,34614,SLC,"Salt Lake City, UT",UT,49,Utah,87,1210,1206.0,-4.0,0.0,0.0,-1.0,1200-1259,17.0,1223.0,1351.0,9.0,1419,1400.0,-19.0,0.0,0.0,-2.0,1400-1459,0.0,,0.0,189.0,174.0,148.0,1.0,1086.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
432412,2022,1,1,25,2,25/01/2022,AA,AA_CODESHARE,19805,AA,3096,,,,,OO,20304,OO,N738EV,3096,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,15323,1532305,35323,TRI,"Bristol/Johnson City/Kingsport, TN",TN,47,Tennessee,54,1401,1408.0,7.0,7.0,0.0,0.0,1400-1459,22.0,1430.0,1710.0,3.0,1717,1713.0,-4.0,0.0,0.0,-1.0,1700-1759,0.0,,0.0,136.0,125.0,100.0,1.0,868.0,4,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
33709,2022,1,1,22,6,22/01/2022,DL,DL,19790,DL,1113,,,,,DL,19790,DL,N376DN,1113,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,845,842.0,-3.0,0.0,0.0,-1.0,0800-0859,14.0,856.0,932.0,7.0,946,939.0,-7.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,121.0,117.0,96.0,1.0,606.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
9536,2022,1,1,17,1,17/01/2022,DL,DL,19790,DL,2867,,,,,DL,19790,DL,N965AT,2867,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,11423,1142307,31423,DSM,"Des Moines, IA",IA,19,Iowa,61,945,954.0,9.0,9.0,0.0,0.0,0900-0959,13.0,1007.0,1104.0,8.0,1104,1112.0,8.0,8.0,0.0,0.0,1100-1159,0.0,,0.0,139.0,138.0,117.0,1.0,743.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
2854,2022,1,1,7,5,07/01/2022,DL,DL,19790,DL,2407,,,,,DL,19790,DL,N377DN,2407,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11292,1129202,30325,DEN,"Denver, CO",CO,8,Colorado,82,850,849.0,-1.0,0.0,0.0,-1.0,0800-0859,28.0,917.0,957.0,7.0,1018,1004.0,-14.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,148.0,135.0,100.0,1.0,680.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
119331,2022,1,1,30,7,30/01/2022,NK,NK,20416,NK,1687,,,,,NK,20416,NK,N602NK,1687,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,13796,1379608,32457,OAK,"Oakland, CA",CA,6,California,91,1200,1157.0,-3.0,0.0,0.0,-1.0,1200-1259,16.0,1213.0,1317.0,7.0,1332,1324.0,-8.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,92.0,87.0,64.0,1.0,407.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
43030,2022,1,1,23,7,23/01/2022,DL,DL,19790,DL,461,,,,,DL,19790,DL,N120DU,461,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,1015,1013.0,-2.0,0.0,0.0,-1.0,1000-1059,21.0,1034.0,1422.0,6.0,1434,1428.0,-6.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,199.0,195.0,168.0,1.0,1389.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
412333,2022,1,1,20,4,20/01/2022,B6,B6,20409,B6,2,,,,,B6,20409,B6,N307JB,2,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,12478,1247805,31703,JFK,"New York, NY",NY,36,New York,22,1115,1103.0,-12.0,0.0,0.0,-1.0,1100-1159,29.0,1132.0,1347.0,4.0,1405,1351.0,-14.0,0.0,0.0,-1.0,1400-1459,0.0,,0.0,170.0,168.0,135.0,1.0,1069.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
15695,2022,1,1,30,7,30/01/2022,DL,DL,19790,DL,2941,,,,,DL,19790,DL,N359NW,2941,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,541,541.0,0.0,0.0,0.0,0.0,0001-0559,38.0,619.0,655.0,5.0,658,700.0,2.0,2.0,0.0,0.0,0600-0659,0.0,,0.0,77.0,79.0,36.0,1.0,196.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
355695,2022,1,1,22,6,22/01/2022,AA,AA,19805,AA,2287,,,,,AA,19805,AA,N306NY,2287,14635,1463502,31714,RSW,"Fort Myers, FL",FL,12,Florida,33,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,725,720.0,-5.0,0.0,0.0,-1.0,0700-0759,20.0,740.0,913.0,11.0,938,924.0,-14.0,0.0,0.0,-1.0,0900-0959,0.0,,0.0,193.0,184.0,153.0,1.0,1120.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
170750,2022,1,1,11,2,11/01/2022,WN,WN,19393,WN,3918,,,,,WN,19393,WN,N201LV,3918,14683,1468305,33214,SAT,"San Antonio, TX",TX,48,Texas,74,12191,1219102,31453,HOU,"Houston, TX",TX,48,Texas,74,1905,1901.0,-4.0,0.0,0.0,-1.0,1900-1959,6.0,1907.0,1938.0,3.0,2000,1941.0,-19.0,0.0,0.0,-2.0,2000-2059,0.0,,0.0,55.0,40.0,31.0,1.0,192.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
36377,2022,1,1,9,7,09/01/2022,DL,DL,19790,DL,1562,,,,,DL,19790,DL,N586NW,1562,11433,1143302,31295,DTW,"Detroit, MI",MI,26,Michigan,43,11697,1169706,32467,FLL,"Fort Lauderdale, FL",FL,12,Florida,33,1525,1524.0,-1.0,0.0,0.0,-1.0,1500-1559,13.0,1537.0,1818.0,12.0,1830,1830.0,0.0,0.0,0.0,0.0,1800-1859,0.0,,0.0,185.0,186.0,161.0,1.0,1127.0,5,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
503196,2022,1,1,26,3,26/01/2022,UA,UA,19977,UA,2138,,,,,UA,19977,UA,N73275,2138,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,11618,1161802,31703,EWR,"Newark, NJ",NJ,34,New Jersey,21,1615,1609.0,-6.0,0.0,0.0,-1.0,1600-1659,11.0,1620.0,1856.0,21.0,1929,1917.0,-12.0,0.0,0.0,-1.0,1900-1959,0.0,,0.0,134.0,128.0,96.0,1.0,719.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
248152,2022,1,1,17,1,17/01/2022,WN,WN,19393,WN,604,,,,,WN,19393,WN,N229WN,604,13931,1393102,33667,ORF,"Norfolk, VA",VA,51,Virginia,38,13204,1320402,31454,MCO,"Orlando, FL",FL,12,Florida,33,635,632.0,-3.0,0.0,0.0,-1.0,0600-0659,8.0,640.0,825.0,9.0,845,834.0,-11.0,0.0,0.0,-1.0,0800-0859,0.0,,0.0,130.0,122.0,105.0,1.0,655.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
563480,2022,1,1,2,7,02/01/2022,AA,AA_CODESHARE,19805,AA,5951,,,,,YV,20378,YV,N921FJ,5951,14457,1445702,34457,RAP,"Rapid City, SD",SD,46,South Dakota,67,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1041,1119.0,38.0,38.0,1.0,2.0,1000-1059,24.0,1143.0,1425.0,24.0,1418,1449.0,31.0,31.0,1.0,2.0,1400-1459,0.0,,0.0,157.0,150.0,102.0,1.0,835.0,4,11.0,0.0,0.0,0.0,20.0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
223159,2022,1,1,19,3,19/01/2022,WN,WN,19393,WN,410,,,,,WN,19393,WN,N7843A,410,12889,1288903,32211,LAS,"Las Vegas, NV",NV,32,Nevada,85,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,945,943.0,-2.0,0.0,0.0,-1.0,0900-0959,15.0,958.0,1718.0,6.0,1445,1724.0,,,,,1400-1459,0.0,,1.0,180.0,,,1.0,1222.0,5,,,,,,,,,1,1.0,341.0,159.0,0.0,HOU,12191.0,1219102.0,1509.0,13.0,8.0,1651.0,N7843A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
285362,2022,1,1,25,2,25/01/2022,DL,DL_CODESHARE,19790,DL,4774,,,,,9E,20363,9E,N8942A,4774,13487,1348702,31650,MSP,"Minneapolis, MN",MN,27,Minnesota,63,11775,1177502,31775,FSD,"Sioux Falls, SD",SD,46,South Dakota,67,1550,1546.0,-4.0,0.0,0.0,-1.0,1500-1559,18.0,1604.0,1641.0,3.0,1705,1644.0,-21.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,75.0,58.0,37.0,1.0,196.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
12925,2022,1,1,29,6,29/01/2022,DL,DL,19790,DL,2446,,,,,DL,19790,DL,N361DN,2446,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,928,926.0,-2.0,0.0,0.0,-1.0,0900-0959,12.0,938.0,1017.0,5.0,1026,1022.0,-4.0,0.0,0.0,-1.0,1000-1059,0.0,,0.0,118.0,116.0,99.0,1.0,669.0,3,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
254466,2022,1,1,29,6,29/01/2022,WN,WN,19393,WN,3598,,,,,WN,19393,WN,N8808Q,3598,10800,1080003,32575,BUR,"Burbank, CA",CA,6,California,91,14831,1483106,32457,SJC,"San Jose, CA",CA,6,California,91,1550,1543.0,-7.0,0.0,0.0,-1.0,1500-1559,10.0,1553.0,1637.0,3.0,1705,1640.0,-25.0,0.0,0.0,-2.0,1700-1759,0.0,,0.0,75.0,57.0,44.0,1.0,296.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
425720,2022,1,1,21,5,21/01/2022,AA,AA_CODESHARE,19805,AA,5018,,,,,YX,20452,YX,N821MD,5018,12953,1295304,31703,LGA,"New York, NY",NY,36,New York,22,12266,1226603,31453,IAH,"Houston, TX",TX,48,Texas,74,1359,1404.0,5.0,5.0,0.0,0.0,1300-1359,18.0,1422.0,1726.0,11.0,1735,1737.0,2.0,2.0,0.0,0.0,1700-1759,0.0,,0.0,276.0,273.0,244.0,1.0,1416.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
547916,2022,1,1,8,6,08/01/2022,UA,UA_CODESHARE,19977,UA,3816,,,,,ZW,20046,ZW,N460AW,3816,13342,1334207,33342,MKE,"Milwaukee, WI",WI,55,Wisconsin,45,13930,1393007,30977,ORD,"Chicago, IL",IL,17,Illinois,41,528,532.0,4.0,4.0,0.0,0.0,0001-0559,12.0,544.0,607.0,7.0,635,614.0,-21.0,0.0,0.0,-2.0,0600-0659,0.0,,0.0,67.0,42.0,23.0,1.0,67.0,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
182767,2022,1,1,23,7,23/01/2022,WN,WN,19393,WN,211,,,,,WN,19393,WN,N8721J,211,10397,1039707,30397,ATL,"Atlanta, GA",GA,13,Georgia,34,15304,1530402,33195,TPA,"Tampa, FL",FL,12,Florida,33,605,559.0,-6.0,0.0,0.0,-1.0,0600-0659,13.0,612.0,715.0,4.0,735,719.0,-16.0,0.0,0.0,-2.0,0700-0759,0.0,,0.0,90.0,80.0,63.0,1.0,406.0,2,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
333250,2022,1,1,20,4,20/01/2022,AA,AA,19805,AA,853,,,,,AA,19805,AA,N931AM,853,14100,1410005,34100,PHL,"Philadelphia, PA",PA,42,Pennsylvania,23,11298,1129806,30194,DFW,"Dallas/Fort Worth, TX",TX,48,Texas,74,1100,1059.0,-1.0,0.0,0.0,-1.0,1100-1159,16.0,1115.0,1335.0,7.0,1357,1342.0,-15.0,0.0,0.0,-1.0,1300-1359,0.0,,0.0,237.0,223.0,200.0,1.0,1303.0,6,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N
